Source,Target,Association
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_PHONE_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_PHONE_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/USER_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_BIRTH_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_BIRTH_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_POSTCODE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_POSTCODE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_REG_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_REG_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_GENDER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_GENDER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_PROD~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_TRANS/NSEN_TRANS.parquet~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_TRANS/NSEN_TRANS.parquet/schema/RWD_TRANS_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_TRANS_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_TRANS/NSEN_TRANS.parquet/schema/RWD_POINTS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_POINTS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_TRANS/NSEN_TRANS.parquet/schema/RWD_CARD_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_TRANS/NSEN_TRANS.parquet/schema/PRODUCT_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/PRODUCT_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_TRANS/NSEN_TRANS.parquet/schema/RWD_TRANS_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_TRANS_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_USER_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/USER_NAME~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_FIRST_NAME~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_FIRST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_ADDRESS1~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS1~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_BIRTH_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_BIRTH_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_LAST_NAME~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_LAST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_GENDER~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_GENDER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_STATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_STATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_CARD_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_CARD_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_CITY~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CITY~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/POINT_BALANCE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/POINT_BALANCE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_POSTCODE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_POSTCODE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_CARD_EXP_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_ADDRESS2~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS2~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_CARD_STATUS~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/USER_PASSWORD~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_PASSWORD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_REG_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_REG_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_PHONE_NUMBER~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_PHONE_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST2/RWD_EMAIL_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_EMAIL_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/V_STATUS~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/VOUCHER_NUMBER~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/VOUCHER_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/RWD_PMETH_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/RWD_PMETH_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/EXP_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/V_ISSUE_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_ISSUE_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/V_EXPIRY_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_EXPIRY_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/CC_NUMBER~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/CC_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/V_AMOUNT~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_AMOUNT~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/NAME_ON_CARD~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/NAME_ON_CARD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/CVV_NUMBER~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/CVV_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PMETH/NSEN_PMETH.csv/RWD_USER_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_TRANS~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_TRANS/schema/RWD_TRANS_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_TRANS_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_TRANS/schema/RWD_TRANS_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_TRANS_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_TRANS/schema/RWD_CARD_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_TRANS/schema/RWD_POINTS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_POINTS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_TRANS/schema/PRODUCT_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/PRODUCT_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_USER_TEST~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv_part/NSEN_PMETH~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_TRANS.json~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_TRANS.json/root/NS_RWD_TRANSArray/NS_RWD_TRANS/RWD_POINTS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_POINTS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_TRANS.json/root/NS_RWD_TRANSArray/NS_RWD_TRANS/PRODUCT_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/PRODUCT_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_TRANS.json/root/NS_RWD_TRANSArray/NS_RWD_TRANS/RWD_TRANS_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_TRANS_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_TRANS.json/root/NS_RWD_TRANSArray/NS_RWD_TRANS/RWD_CARD_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_TRANS.json/root/NS_RWD_TRANSArray/NS_RWD_TRANS/RWD_TRANS_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_TRANS_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/NAME_ON_CARD~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/NAME_ON_CARD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/VOUCHER_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/VOUCHER_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/V_STATUS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/RWD_PMETH_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/RWD_PMETH_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/CC_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/CC_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/EXP_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/V_EXPIRY_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_EXPIRY_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/RWD_USER_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/V_AMOUNT~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_AMOUNT~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PMETH/schema/CVV_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/CVV_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
