Source,Target,Association
1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_LAST_NAME~com.infa.odin.models.relational.Column,3f771816-8f82-3b49-8f92-1a50d18bb7ac://NSEN/dbo/NS_RWD_USER/RWD_LAST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_USER_ID~com.infa.odin.models.relational.Column,3f771816-8f82-3b49-8f92-1a50d18bb7ac://NSEN/dbo/NS_RWD_USER/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_PHONE_NUMBER~com.infa.odin.models.relational.Column,3f771816-8f82-3b49-8f92-1a50d18bb7ac://NSEN/dbo/NS_RWD_USER/RWD_PHONE_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_EMAIL_ID~com.infa.odin.models.relational.Column,3f771816-8f82-3b49-8f92-1a50d18bb7ac://NSEN/dbo/NS_RWD_USER/RWD_EMAIL_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PROD/NSEN_PROD.csv~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PROD/NSEN_PROD.csv/RWD_PRODUCT_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/RWD_PRODUCT_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PROD/NSEN_PROD.csv/QTY_ON_HAND~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/QTY_ON_HAND~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PROD/NSEN_PROD.csv/UNIT_PRICE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/UNIT_PRICE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_PROD/NSEN_PROD.csv/RWD_ITEM_DESC~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/RWD_ITEM_DESC~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_POSTCODE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_POSTCODE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/USER_PASSWORD~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_PASSWORD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_CARD_EXP_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_CARD_STATUS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_ADDRESS1~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS1~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_PHONE_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_PHONE_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_ADDRESS2~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS2~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_GENDER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_GENDER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_REG_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_REG_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_CITY~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CITY~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_BIRTH_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_BIRTH_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_EMAIL_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_EMAIL_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_CARD_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/USER_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/POINT_BALANCE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/POINT_BALANCE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_FIRST_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_FIRST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_USER_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_STATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_STATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_USER.json/root/NS_RWD_USERArray/NS_RWD_USER/RWD_LAST_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_LAST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PROD/NSEN_PROD.parquet~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PROD/NSEN_PROD.parquet/schema/QTY_ON_HAND~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/QTY_ON_HAND~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PROD/NSEN_PROD.parquet/schema/RWD_PRODUCT_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/RWD_PRODUCT_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PROD/NSEN_PROD.parquet/schema/RWD_ITEM_DESC~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/RWD_ITEM_DESC~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet/NSEN_PROD/NSEN_PROD.parquet/schema/UNIT_PRICE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/UNIT_PRICE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/CC_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/CC_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/V_STATUS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/CVV_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/CVV_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/EXP_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/VOUCHER_NUMBER~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/VOUCHER_NUMBER~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/RWD_USER_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/V_AMOUNT~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_AMOUNT~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/NAME_ON_CARD~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/NAME_ON_CARD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/V_ISSUE_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_ISSUE_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/V_EXPIRY_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/V_EXPIRY_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/json/NSEN_PMETH.json/root/NS_RWD_PMETHArray/NS_RWD_PMETH/RWD_PMETH_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PMETH/RWD_PMETH_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_TRANS/NSEN_TRANS.csv~com.infa.odin.models.file.flat.FlatFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_TRANS/NSEN_TRANS.csv/RWD_TRANS_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_TRANS_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_TRANS/NSEN_TRANS.csv/PRODUCT_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/PRODUCT_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_TRANS/NSEN_TRANS.csv/RWD_POINTS~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_POINTS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_TRANS/NSEN_TRANS.csv/RWD_CARD_ID~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/csv/NSEN_TRANS/NSEN_TRANS.csv/RWD_TRANS_DATE~com.infa.odin.models.file.flat.FlatField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_TRANS/RWD_TRANS_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PROD~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PROD/schema/RWD_ITEM_DESC~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/RWD_ITEM_DESC~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PROD/schema/QTY_ON_HAND~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/QTY_ON_HAND~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PROD/schema/RWD_PRODUCT_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/RWD_PRODUCT_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_PROD/schema/UNIT_PRICE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_PROD/UNIT_PRICE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER~com.infa.odin.models.file.hierarchical.HierarchicalFile,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER~com.infa.odin.models.relational.Table,core.DataSetDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/POINT_BALANCE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/POINT_BALANCE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_LAST_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_LAST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_USER_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_USER_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_CARD_STATUS~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_STATUS~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_FIRST_NAME~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_FIRST_NAME~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_EMAIL_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_EMAIL_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_CARD_EXP_DATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_EXP_DATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_CARD_ID~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CARD_ID~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_ADDRESS1~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS1~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_STATE~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_STATE~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_ADDRESS2~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_ADDRESS2~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/RWD_CITY~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/RWD_CITY~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
5c458e58-a923-3f9d-ad76-a664ee46fc7c://shill-dq-demo-data/nsen/parquet_part/NSEN_USER/schema/USER_PASSWORD~com.infa.odin.models.file.hierarchical.HierarchicalField,1daf27d1-a597-3d3a-ad0e-dbdd67c8b0e1://orcl/NSEN/NS_RWD_USER/USER_PASSWORD~com.infa.odin.models.relational.Column,core.DirectionalDataFlow
